AppId,StartTime,EndTime,Id,Time,Duration,Revenue,Hours
Dotyk.Application.Restaurant,2018-02-01T16:17:47.6331689Z,2018-02-01T16:18:38.554Z,ea0126b1-63dd-40be-944e-0ef006280c8c,16.28,0.85,19.0,16
Dotyk.Application.Restaurant,2018-02-01T16:17:55.1785431Z,2018-02-01T16:18:33.476Z,09f681a0-2728-4e5b-8dc7-abddff69a0d6,16.28,0.64,175.0,16
Dotyk.Application.Restaurant,2018-02-01T16:28:09.4087124Z,2018-02-01T16:28:44.87Z,b7dd8a7f-9d69-4b5e-8849-3660cadff7f4,16.47,0.59,129.0,16
Dotyk.Application.Restaurant,2018-02-01T16:29:45.0227193Z,2018-02-01T16:31:13.48Z,ecf3b8d5-9aac-429b-97f3-686959e76cd8,16.48,1.47,129.0,16
Dotyk.Application.Restaurant,2018-02-01T16:30:30.763485Z,2018-02-01T16:31:18.295Z,d4ef28a7-7db0-48d1-ad1d-5985cbb1a1fd,16.5,0.79,115.0,16
Dotyk.Application.Restaurant,2018-02-01T16:48:50.0159906Z,2018-02-01T16:49:01.962Z,a7cace28-d22a-4280-8563-6e9bbc4e47f4,16.8,0.2,175.0,16
Dotyk.Application.Restaurant,2018-02-01T17:22:32.8293831Z,2018-02-01T18:34:33.407Z,dbd8c5ee-9b9d-426f-9c7b-c7867f87b848,17.37,72.01,129.0,17
Dotyk.Application.Restaurant,2018-02-01T18:34:40.2553677Z,2018-02-01T18:35:09.529Z,8169143d-9f14-47a6-9e4e-f1cdb28c69f0,18.57,0.49,129.0,18
Dotyk.Application.Restaurant,2018-02-01T18:35:19.1430392Z,2018-02-01T18:35:34.971Z,62d3ac47-f807-44c9-9f6a-50fe31241229,18.58,0.26,129.0,18
Dotyk.Application.Restaurant,2018-02-01T18:35:40.360954Z,2018-02-01T18:35:58.428Z,de09b15f-8501-4d68-a1f1-f9b034a9d897,18.58,0.3,129.0,18
Dotyk.Application.Restaurant,2018-02-01T18:36:00.8424823Z,2018-02-01T18:38:14.177Z,c35d70c9-78d0-42eb-914c-fd09d52985a8,18.6,2.22,129.0,18
Dotyk.Application.Restaurant,2018-02-01T18:38:17.6202728Z,2018-02-01T18:42:02.55Z,185691df-7c5a-46b4-b58f-bdc8a9931ed7,18.63,3.75,129.0,18
Dotyk.Application.Restaurant,2018-02-02T11:35:51.2302106Z,2018-02-02T12:38:27.399Z,14495da0-d7db-4b91-b410-7b6a67563cc9,11.58,62.6,155.0,11
Dotyk.Application.Restaurant,2018-02-02T11:35:52.6773202Z,2018-02-02T12:05:17.487Z,2ca5e4a8-6ef2-4c43-a0d3-1adc585124f4,11.58,29.41,38.0,11
Dotyk.Application.Restaurant,2018-02-02T12:50:48.3024651Z,2018-02-02T14:06:52.47Z,e904aa3c-26ac-49e9-9d71-acf8c0bf54d0,12.83,76.07,175.0,12
Dotyk.Application.Restaurant,2018-02-02T14:03:19.9763394Z,2018-02-02T15:07:33.495Z,923a90ce-602b-456e-a59e-352b7b7c1755,14.05,64.23,129.0,14
Dotyk.Application.Restaurant,2018-02-02T15:55:12.9893208Z,2018-02-02T15:56:10.038Z,1ddb5779-61c4-4c0d-ae4f-8685f621e83d,15.92,0.95,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:56:23.2340919Z,2018-02-02T15:56:36.711Z,bdf9a6ec-0cd2-44fd-927d-0f72bd02acd1,15.93,0.22,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:56:25.0364093Z,2018-02-02T15:56:31.095Z,2f11cd0d-487e-4476-8600-5a94b19af444,15.93,0.1,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:56:28.3801588Z,2018-02-02T16:02:14.272Z,4ae08b0b-caa7-4f9d-b4f9-17afb2119dc2,15.93,5.76,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:56:37.4129256Z,2018-02-02T15:56:42.278Z,1a1de99d-6f57-4bdd-b35a-f0b1c97aa417,15.93,0.08,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:56:51.5399046Z,2018-02-02T15:57:07.172Z,195ee7e8-f104-49e2-98f2-9ef5de8dc9a5,15.93,0.26,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:56:58.1784942Z,2018-02-02T16:02:08.85Z,734a727d-9eab-4697-8477-90ad3a91ad64,15.93,5.18,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:57:09.5536514Z,2018-02-02T15:59:26.016Z,28a0d3c8-eefa-46f6-9946-2487f18d5758,15.95,2.27,52.0,15
Dotyk.Application.Restaurant,2018-02-02T15:59:56.9047379Z,2018-02-02T16:02:16.055Z,b93639ad-34c5-4a60-b9fc-49cb57a9fced,15.98,2.32,52.0,15
Dotyk.Application.Restaurant,2018-02-02T16:31:22.6069807Z,2018-02-02T17:45:01.864Z,c61c4b64-89b4-4795-a1f6-40a7baecce90,16.52,73.65,155.0,16
Dotyk.Application.Restaurant,2018-02-02T16:40:29.0268145Z,2018-02-02T16:45:03.145Z,d86c10c8-fdc5-4038-9689-5708a46211c6,16.67,4.57,52.0,16
Dotyk.Application.Restaurant,2018-02-02T16:41:16.8708419Z,2018-02-02T16:41:37.79Z,d8acf04a-ab88-40c4-8428-dbe8691109ae,16.68,0.35,45.0,16
Dotyk.Application.Restaurant,2018-02-02T16:41:16.888866Z,2018-02-02T16:49:32.946Z,8be6ca7c-5566-4323-839a-395f817b5ce2,16.68,8.27,98.0,16
Dotyk.Application.Restaurant,2018-02-02T16:41:40.8787762Z,2018-02-02T16:49:26.966Z,ea93c72b-9e0e-4a52-bc0f-9e5545c6d6f0,16.68,7.77,45.0,16
Dotyk.Application.Restaurant,2018-02-02T16:45:55.2589593Z,2018-02-02T16:46:57.294Z,12912fb7-8dcf-4202-8faf-8f3c6af24763,16.75,1.03,30.0,16
Dotyk.Application.Restaurant,2018-02-02T17:15:05.3019571Z,2018-02-02T17:17:16.637Z,fc59fa7a-0dd5-4ce8-baea-71b7c2e23c38,17.25,2.19,30.0,17
Dotyk.Application.Restaurant,2018-02-02T17:18:58.2483637Z,2018-02-02T17:37:56.54Z,9cf3e698-4bac-487a-8955-dac77b63da66,17.3,18.97,45.0,17
Dotyk.Application.Restaurant,2018-02-02T17:41:32.5856649Z,2018-02-02T17:45:10.142Z,40c35514-1362-40a8-a7ef-5e856ecab9c8,17.68,3.63,45.0,17
Dotyk.Application.Restaurant,2018-02-02T17:42:17.9136784Z,2018-02-02T17:51:37.981Z,ed0c6c7f-d790-44f6-a021-cb44b4cf7936,17.7,9.33,25.0,17
Dotyk.Application.Restaurant,2018-02-02T17:45:21.5919685Z,2018-02-02T17:51:34.692Z,e18a25f3-b014-4a71-a5df-ce864417f64b,17.75,6.22,155.0,17
Dotyk.Application.Restaurant,2018-02-02T17:45:27.4320689Z,2018-02-02T17:51:28.844Z,ff1e2bc1-c4ca-4ab1-a2c7-d8e025c80754,17.75,6.02,45.0,17
Dotyk.Application.Restaurant,2018-02-02T17:45:41.3255686Z,2018-02-02T17:45:51.621Z,47048c5e-fa8b-4efa-8a0f-c042a65f15b8,17.75,0.17,98.0,17
Dotyk.Application.Restaurant,2018-02-02T18:23:02.5486253Z,2018-02-02T18:24:55.145Z,aecef404-b1e9-4f87-a091-1ad9502965a5,18.38,1.88,52.0,18
Dotyk.Application.Restaurant,2018-02-02T18:25:02.4637274Z,2018-02-02T18:27:28.25Z,75d1afe3-0aed-484b-aa18-a8ea0c6d2f42,18.42,2.43,52.0,18
Dotyk.Application.Restaurant,2018-02-02T18:25:05.8709877Z,2018-02-02T18:28:58.505Z,3b940a4c-8b91-4d44-b91f-f2662d577f59,18.42,3.88,52.0,18
Dotyk.Application.Restaurant,2018-02-02T18:25:41.3833496Z,2018-02-02T18:25:58.955Z,ea7a8d79-e788-409c-82e3-efd814e56e17,18.42,0.29,399.0,18
Dotyk.Application.Restaurant,2018-02-02T18:27:35.613455Z,2018-02-02T18:27:55.235Z,f1c418bb-ca35-451a-9aad-32f0f7472454,18.45,0.33,52.0,18
Dotyk.Application.Restaurant,2018-02-02T18:27:59.8812889Z,2018-02-02T18:28:55.995Z,83dd8c31-cbdf-40f8-b730-7d26effe88f2,18.45,0.94,52.0,18
Dotyk.Application.Restaurant,2018-02-02T18:34:25.0603003Z,2018-02-02T18:34:32.655Z,216a583d-edf8-40f5-a9b1-513fb9753d8f,18.57,0.13,25.0,18
Dotyk.Application.Restaurant,2018-02-02T18:51:44.6961667Z,2018-02-02T18:53:10.41Z,df49d2ce-a2f9-4b86-bd7a-bc87e8bdca43,18.85,1.43,52.0,18
Dotyk.Application.Restaurant,2018-02-02T19:27:58.463183Z,2018-02-02T19:30:01.492Z,0ceb4e17-6a84-46e1-ae7b-dd2598c7adea,19.45,2.05,45.0,19
Dotyk.Application.Restaurant,2018-02-02T19:29:28.23015Z,2018-02-02T19:38:26.487Z,69eafdac-eb03-4500-9a59-bf1281510629,19.48,8.97,25.0,19
Dotyk.Application.Restaurant,2018-02-02T19:30:18.1930434Z,2018-02-02T19:31:16.076Z,126fadb1-580c-4f38-a7fc-de8440c8f06e,19.5,0.96,45.0,19
Dotyk.Application.Restaurant,2018-02-02T19:30:45.3195073Z,2018-02-02T19:30:49.763Z,3506b754-096b-4771-a1d0-c313e88da200,19.5,0.07,155.0,19
Dotyk.Application.Restaurant,2018-02-02T19:31:09.0120275Z,2018-02-02T19:34:58.346Z,780947a1-f903-4cd2-8998-a579bd034533,19.52,3.82,155.0,19
Dotyk.Application.Restaurant,2018-02-02T19:31:19.7270045Z,2018-02-02T19:33:03.933Z,728ce8da-429e-46dd-9e97-4eb5a3a3699f,19.52,1.74,45.0,19
Dotyk.Application.Restaurant,2018-02-02T19:33:07.4141582Z,2018-02-02T19:36:43.485Z,6465b415-02cb-4ab9-a10b-fed29ac363bd,19.55,3.6,45.0,19
Dotyk.Application.Restaurant,2018-02-02T19:36:46.9081246Z,2018-02-02T19:37:11.502Z,39774f04-ea77-43b7-b7e0-a1d92e8d0fc1,19.6,0.41,45.0,19
Dotyk.Application.Restaurant,2018-02-02T19:37:43.7226347Z,2018-02-02T19:38:24.66Z,a19d862a-12c2-47b2-9322-0db0f08aed92,19.62,0.68,45.0,19
Dotyk.Application.Restaurant,2018-02-02T19:38:37.2836395Z,2018-02-02T19:39:37.661Z,c775426c-53ea-44fa-99e0-1600937f6ff0,19.63,1.01,155.0,19
Dotyk.Application.Restaurant,2018-02-02T19:38:38.783396Z,2018-02-02T19:38:42.315Z,40c1a8f4-7434-4730-9bb7-15c89dfcd3d1,19.63,0.06,45.0,19
Dotyk.Application.Restaurant,2018-02-02T19:39:00.6771072Z,2018-02-02T19:39:17.294Z,9300ed1b-1376-412c-a531-fe2e18e4bba4,19.65,0.28,115.0,19
Dotyk.Application.Restaurant,2018-02-02T20:05:09.5107532Z,2018-02-02T20:05:12.888Z,828a1cd0-af91-48cc-a05c-2540c8e1c40a,20.08,0.06,155.0,20
Dotyk.Application.Restaurant,2018-02-02T20:07:04.5600684Z,2018-02-02T20:13:36.844Z,add6774e-6d1a-4656-9214-631ce2f4b3be,20.12,6.54,399.0,20
Dotyk.Application.Restaurant,2018-02-02T20:08:14.4126079Z,2018-02-02T20:18:52.421Z,f86fe0bd-470e-4f7b-a424-da21c2ab49fc,20.13,10.63,25.0,20
Dotyk.Application.Restaurant,2018-02-02T20:09:44.4016016Z,2018-02-02T20:14:06.674Z,316d164b-1f32-4f34-8871-c749140b7f33,20.15,4.37,30.0,20
Dotyk.Application.Restaurant,2018-02-02T20:49:14.4789367Z,2018-02-02T20:49:25.314Z,225da043-7a73-4877-9e00-1c75c0cf259c,20.82,0.18,399.0,20
Dotyk.Application.Restaurant,2018-02-02T21:05:46.9367836Z,2018-02-02T21:17:23.517Z,03a6fbde-20e2-49c2-acb2-604f73eaaa67,21.08,11.61,45.0,21
Dotyk.Application.Restaurant,2018-02-02T21:05:52.0338932Z,2018-02-02T21:10:50.807Z,3043a832-dcf4-479d-8ced-5b0ee8e514b9,21.08,4.98,115.0,21
Dotyk.Application.Restaurant,2018-02-02T21:08:10.9034473Z,2018-02-02T21:16:41.891Z,cb619fa8-cf2a-4701-8201-a1711837065b,21.13,8.52,155.0,21
Dotyk.Application.Restaurant,2018-02-02T21:08:12.9929006Z,2018-02-02T21:12:14.82Z,f502a429-2a24-492d-8a29-cddf23006306,21.13,4.03,25.0,21
Dotyk.Application.Restaurant,2018-02-03T08:53:55.1799848Z,2018-02-03T08:55:56.285Z,c0efce33-199c-450e-9db7-5667040be670,8.88,2.02,132.0,8
Dotyk.Application.Restaurant,2018-02-03T08:56:37.6383796Z,2018-02-03T08:58:19.961Z,d6977102-90de-4bb3-a7f1-89caf2fcc922,8.93,1.71,155.0,8
Dotyk.Application.Restaurant,2018-02-03T08:57:50.1003512Z,2018-02-03T08:58:03.789Z,f9951b51-ed8a-443e-b493-1d0cfa1807d5,8.95,0.23,165.0,8
Dotyk.Application.Restaurant,2018-02-03T08:58:31.01773Z,2018-02-03T09:02:44.535Z,29d0765b-d16b-4a02-9461-13d4b402d1ed,8.97,4.23,155.0,8
Dotyk.Application.Restaurant,2018-02-03T08:58:49.7356187Z,2018-02-03T09:02:29.503Z,20903a9d-7e84-44aa-b48f-605700a8133f,8.97,3.66,105.0,8
Dotyk.Application.Restaurant,2018-02-03T08:58:54.0279335Z,2018-02-03T09:00:26.608Z,72f02e3e-1942-462e-811d-84eb69d56ec7,8.97,1.54,132.0,8
Dotyk.Application.Restaurant,2018-02-03T09:16:42.6449888Z,2018-02-03T09:16:46.401Z,086ee12a-78c8-4f14-a24d-5091f0ab1f29,9.27,0.06,105.0,9
Dotyk.Application.Restaurant,2018-02-03T09:18:02.4407356Z,2018-02-03T09:18:55.601Z,fec833ad-86ab-4d48-b338-56d560faaec0,9.3,0.89,380.0,9
Dotyk.Application.Restaurant,2018-02-03T09:27:15.7867804Z,2018-02-03T09:27:55.717Z,59f21808-8a9c-44e3-be9f-0fc832cedf7b,9.45,0.67,380.0,9
Dotyk.Application.Restaurant,2018-02-03T09:29:54.0420866Z,2018-02-03T09:30:15.419Z,4504934c-b1fb-4449-b480-251ab3f82e1a,9.48,0.36,380.0,9
Dotyk.Application.Restaurant,2018-02-03T09:30:20.6116128Z,2018-02-03T09:30:26.469Z,82b23bc7-d40c-4d88-b48a-3c733ba885c2,9.5,0.1,380.0,9
Dotyk.Application.Restaurant,2018-02-03T09:30:58.7879097Z,2018-02-03T09:31:13.132Z,3c6e23e7-e773-4eb8-bb10-4d66af619b60,9.5,0.24,380.0,9
Dotyk.Application.Restaurant,2018-02-03T10:04:41.8962225Z,2018-02-03T10:09:08.54Z,e9455798-58b9-40a0-ace6-2bdd50305f08,10.07,4.44,165.0,10
Dotyk.Application.Restaurant,2018-02-03T10:33:05.9384315Z,2018-02-03T10:51:32.485Z,15cdfd8e-7a1b-4527-8c07-0ef41f1823ff,10.55,18.44,165.0,10
Dotyk.Application.Restaurant,2018-02-03T10:39:38.7014396Z,2018-02-03T10:41:03.381Z,e5d9cb44-f20f-4688-94da-84fe3a791be3,10.65,1.41,165.0,10
Dotyk.Application.Restaurant,2018-02-03T10:54:10.8548277Z,2018-02-03T10:55:29.06Z,70370e17-b1f7-4e15-ab32-94e2ae8712ab,10.9,1.3,165.0,10
Dotyk.Application.Restaurant,2018-02-03T10:55:36.1115145Z,2018-02-03T11:04:22.998Z,fd1415fb-7e22-4a85-be5c-f8cf1f2c7606,10.92,8.78,165.0,10
Dotyk.Application.Restaurant,2018-02-03T10:57:35.5961446Z,2018-02-03T11:04:09.58Z,f994b15c-4e5e-41c5-a002-d80b93834a3a,10.95,6.57,165.0,10
Dotyk.Application.Restaurant,2018-02-03T11:32:15.4031854Z,2018-02-03T11:32:22.911Z,2acff2c4-5de9-4dee-b048-826906d1ee15,11.53,0.13,25.0,11
Dotyk.Application.Restaurant,2018-02-03T11:34:25.5790465Z,2018-02-03T11:34:50.071Z,a37ef9b7-9abd-4cbc-82ea-a291a29e7400,11.57,0.41,132.0,11
Dotyk.Application.Restaurant,2018-02-03T12:15:42.6384953Z,2018-02-03T12:22:48.372Z,8b900716-fa92-4205-9d9a-b2885f3a642b,12.25,7.1,105.0,12
Dotyk.Application.Restaurant,2018-02-03T12:16:08.0857913Z,2018-02-03T12:40:14.984Z,6f75fd8e-3125-4c31-ab7b-878659ef18ea,12.27,24.11,165.0,12
Dotyk.Application.Restaurant,2018-02-03T12:37:55.4613708Z,2018-02-03T12:45:04.053Z,42bc8f04-c4a9-4b2c-9c9e-44f2e7ece78b,12.62,7.14,132.0,12
Dotyk.Application.Restaurant,2018-02-03T12:37:58.4015137Z,2018-02-03T12:45:11.69Z,ac0dcb7e-9224-4505-9232-0e831abae554,12.62,7.22,25.0,12
Dotyk.Application.Restaurant,2018-02-03T12:38:06.1067142Z,2018-02-03T12:45:13.168Z,7a84d88e-69c4-4197-a2d7-49cdb069fe74,12.63,7.12,25.0,12
Dotyk.Application.Restaurant,2018-02-03T12:38:07.3830419Z,2018-02-03T12:45:17.036Z,7ef3cfdc-f74c-469c-8326-f8a2bc94af05,12.63,7.16,25.0,12
Dotyk.Application.Restaurant,2018-02-03T12:40:25.7660339Z,2018-02-03T13:28:17.635Z,f24ddeb7-48d0-4fea-a981-da3d0b536c7a,12.67,47.86,380.0,12
Dotyk.Application.Restaurant,2018-02-03T12:40:26.4685098Z,2018-02-03T13:28:24.514Z,41ddd2a4-7f77-4971-85a1-5224c4eadf6c,12.67,47.97,132.0,12
Dotyk.Application.Restaurant,2018-02-03T12:41:54.2329452Z,2018-02-03T12:41:56.393Z,53c49d41-0457-4767-9238-667b40dc9b22,12.68,0.04,105.0,12
Dotyk.Application.Restaurant,2018-02-03T12:42:41.2148098Z,2018-02-03T12:54:50.85Z,4210debf-73a6-4f06-ab0f-3494a96163b7,12.7,12.16,165.0,12
Dotyk.Application.Restaurant,2018-02-03T13:11:02.1541705Z,2018-02-03T13:26:04.597Z,ef20843b-d23f-4af5-88e1-6539f69f5b46,13.18,15.04,165.0,13
Dotyk.Application.Restaurant,2018-02-03T13:20:22.5124402Z,2018-02-03T13:20:27.709Z,b6786fd9-6408-4132-b2dc-3fc0248d31bf,13.33,0.09,25.0,13
Dotyk.Application.Restaurant,2018-02-03T13:35:37.3126006Z,2018-02-03T13:43:11.227Z,cede8228-8089-427c-92e3-c32dda4206de,13.58,7.57,165.0,13
Dotyk.Application.Restaurant,2018-02-03T14:06:40.4922929Z,2018-02-03T15:05:58.24Z,302930f8-dbc7-4bd2-8262-81d03ced60a5,14.1,59.3,25.0,14
Dotyk.Application.Restaurant,2018-02-03T14:20:06.8208132Z,2018-02-03T15:00:06.441Z,04ef939d-f3ee-4233-8758-ddd99ad8aebe,14.33,39.99,132.0,14
Dotyk.Application.Restaurant,2018-02-03T14:48:06.6462779Z,2018-02-03T15:06:18.365Z,c5ead6d8-1cb3-4d46-a627-b4ce727949c1,14.8,18.2,132.0,14
Dotyk.Application.Restaurant,2018-02-03T14:56:58.3639983Z,2018-02-03T14:57:12.077Z,9c8eeee6-f4d3-4901-90e6-406adb399499,14.93,0.23,165.0,14
Dotyk.Application.Restaurant,2018-02-03T14:59:53.9565238Z,2018-02-03T15:04:47.428Z,cc263931-6880-42e2-b9f0-6a97f9128715,14.98,4.89,155.0,14
Dotyk.Application.Restaurant,2018-02-03T15:00:07.6650615Z,2018-02-03T15:04:48.507Z,2341c014-d221-4aba-b071-0db8aff977df,15.0,4.68,165.0,15
Dotyk.Application.Restaurant,2018-02-03T15:00:08.4975985Z,2018-02-03T15:04:43.886Z,2b6b8e21-f6d7-4fe7-b8b1-1387e950c05a,15.0,4.59,165.0,15
Dotyk.Application.Restaurant,2018-02-03T15:52:26.2870454Z,2018-02-03T15:52:49.239Z,2de3e82f-b0d8-4e07-a34d-181cc909c974,15.87,0.38,165.0,15
Dotyk.Application.Restaurant,2018-02-03T15:53:33.130272Z,2018-02-03T15:54:03.147Z,96dc9f70-946c-4eca-b4b4-974940b4954b,15.88,0.5,105.0,15
Dotyk.Application.Restaurant,2018-02-03T15:53:42.3318345Z,2018-02-03T16:00:53.068Z,607e3431-513d-47a5-a899-72c91bb6c1a7,15.88,7.18,165.0,15
Dotyk.Application.Restaurant,2018-02-03T15:54:15.5791635Z,2018-02-03T16:00:54.927Z,a07754af-572f-4120-ada8-3089fce7410d,15.9,6.66,105.0,15
Dotyk.Application.Restaurant,2018-02-03T16:08:26.1575222Z,2018-02-03T16:09:13.155Z,417206bd-295c-406c-8bde-bd329b81de05,16.13,0.78,165.0,16
Dotyk.Application.Restaurant,2018-02-03T16:09:42.0399474Z,2018-02-03T16:09:55.259Z,f8c58e3f-d51f-4a2c-9ee9-78cf2fc78c60,16.15,0.22,165.0,16
Dotyk.Application.Restaurant,2018-02-03T16:14:29.4556232Z,2018-02-03T16:15:33.534Z,1fd93234-84db-4716-a4a9-12c33c740e8c,16.23,1.07,165.0,16
Dotyk.Application.Restaurant,2018-02-03T16:16:57.7552941Z,2018-02-03T16:17:49.263Z,94c80c88-0219-43df-8a2f-51c0e0870784,16.27,0.86,165.0,16
Dotyk.Application.Restaurant,2018-02-03T16:59:35.0496942Z,2018-02-03T17:36:03.815Z,1c2eab1c-4198-4fdc-96bd-9d594b5cab0b,16.98,36.48,155.0,16
Dotyk.Application.Restaurant,2018-02-03T17:09:28.3620185Z,2018-02-03T17:26:16.679Z,24401a45-17fc-49b0-bdbd-cfcd6e016e5c,17.15,16.81,19.0,17
Dotyk.Application.Restaurant,2018-02-03T17:30:08.3008083Z,2018-02-03T17:35:49.313Z,5e2ce725-864b-4d93-b235-3442cbbbf7b0,17.5,5.68,19.0,17
Dotyk.Application.Restaurant,2018-02-03T17:36:27.1380555Z,2018-02-03T17:36:31.215Z,a9e1c5ec-dbe3-43c9-a847-ac5860f3d239,17.6,0.07,19.0,17
Dotyk.Application.Restaurant,2018-02-03T17:40:28.2347025Z,2018-02-03T18:10:46.167Z,4ec8bc07-2c85-4d96-a7b8-b2ac9b2bb3a2,17.67,30.3,19.0,17
Dotyk.Application.Restaurant,2018-02-03T18:16:19.6987196Z,2018-02-03T18:27:28.634Z,3a096fe5-f41c-4e66-b570-9083f98a4f3e,18.27,11.15,155.0,18
Dotyk.Application.Restaurant,2018-02-03T18:25:15.9246686Z,2018-02-03T18:31:44.613Z,54250533-f8c4-4f6c-a58f-bb2372f08e94,18.42,6.48,92.0,18
Dotyk.Application.Restaurant,2018-02-03T18:25:16.3715425Z,2018-02-03T18:25:35.232Z,891ebcbe-cc75-4e20-aaca-0e48b7b6b0f9,18.42,0.31,19.0,18
Dotyk.Application.Restaurant,2018-02-03T18:25:39.0937342Z,2018-02-03T18:33:35.167Z,45410958-9184-435b-a212-82b55b91ff99,18.42,7.93,19.0,18
Dotyk.Application.Restaurant,2018-02-03T18:38:09.8679176Z,2018-02-03T18:39:47.69Z,1f55d470-d64d-4fc7-9996-dcbe53b4ad52,18.63,1.63,92.0,18
Dotyk.Application.Restaurant,2018-02-03T18:38:31.7469809Z,2018-02-03T18:39:03.816Z,fa124040-58ba-46db-8d4c-bc8c4f0e5d05,18.63,0.53,19.0,18
